taxid,taxaname
1358019,Xanthomonas campestris pv. campestris str. CN18
990315,Xanthomonas campestris pv. raphani 756C
342109,Xanthomonas oryzae pv. oryzae MAFF 311018
360094,Xanthomonas oryzae pv. oryzae PXO99A
1458476,Xanthomonas oryzae pv. oryzae PXO86
383407,Xanthomonas oryzae pv. oryzicola BLS256
375353,Xanthomonas axonopodis pv. poinsettiicola
473405,Xanthomonas axonopodis pv. cassiae
473407,Xanthomonas axonopodis pv. cyamopsidis
473409,Xanthomonas axonopodis pv. desmodiigangetici
473410,Xanthomonas axonopodis pv. desmodiirotundifolii
473413,Xanthomonas axonopodis pv. patelii
473414,Xanthomonas axonopodis pv. phyllanthi
473415,Xanthomonas axonopodis pv. ricini
473416,Xanthomonas axonopodis pv. tamarindi
325777,Xanthomonas axonopodis pv. vasculorum
487829,Xanthomonas axonopodis pv. desmodiilaxiflori
1045865,Xanthomonas arboricola pv. pruni str. CFBP 5530
863365,Xanthomonas hortorum pv. carotae str. M081
1094184,Xanthomonas vasicola pv. musacearum NCPPB 4379
981368,Xanthomonas euvesicatoria pv. citrumelo F1
1437449,Xanthomonas euvesicatoria pv. allii CFBP 6369
1365647,Xanthomonas euvesicatoria pv. alfalfae CFBP 3836
76802,Xanthomonas citri pv. aurantifolii
86040,Xanthomonas citri pv. malvacearum
366649,Xanthomonas citri pv. fuscans
454594,Xanthomonas citri pv. mangiferaeindicae
454595,Xanthomonas citri pv. anacardii
473421,Xanthomonas citri pv. glycines
473423,Xanthomonas citri pv. phaseoli var. fuscans
473426,Xanthomonas citri pv. vignicola
487838,Xanthomonas citri pv. punicae
487862,Xanthomonas citri pv. durantae
487899,Xanthomonas citri pv. viticola
611301,Xanthomonas citri pv. citri
1437877,Xanthomonas phaseoli pv. dieffenbachiae LMG 695
134875,Xanthomonas translucens pv. translucens
487908,Xanthomonas translucens pv. secalis
487909,Xanthomonas translucens pv. undulosa
1099789,Xanthomonas translucens pv. hordei
152263,Xanthomonas cerealis pv. cerealis
134874,Xanthomonas graminis pv. graminis
227946,Xanthomonas graminis pv. poae
320326,Xanthomonas graminis pv. arrhenatheri
487906,Xanthomonas graminis pv. phlei
155920,Xylella fastidiosa subsp. sandyi Ann-1
1445511,Xylella fastidiosa subsp. pauca 11399
3394854,Zymobacter sp. IVIA_12111.31 C1
3394855,Zymobacter sp. IVIA_5232.4 C2
134277,primary endosymbiont of Heteropsylla cubana
387662,Candidatus Carsonella ruddii PV
667013,Candidatus Carsonella ruddii DC
1202536,Candidatus Carsonella ruddii CE isolate Thao2000
1202537,Candidatus Carsonella ruddii CS isolate Thao2000
1202539,Candidatus Carsonella ruddii HT isolate Thao2000
1202540,Candidatus Carsonella ruddii PC isolate NHV
2661587,Candidatus Carsonella ruddii (Diaphorina cf. continua)
529120,Alteromonas macleodii ATCC 27126
1004787,Alteromonas macleodii str. 'Balearic Sea AD45'
1004788,Alteromonas macleodii str. 'English Channel 673'
1160720,Alteromonas stellipolaris LMG 21856
1004786,Alteromonas mediterranea DE1
1300254,Alteromonas mediterranea MED64
1300255,Alteromonas mediterranea U4
1300256,Alteromonas mediterranea U7
1300258,Alteromonas mediterranea UM7
1300259,Alteromonas mediterranea UM4b
1774373,Alteromonas mediterranea DE
2785913,Alteromonas sp. B31-7
2795688,Alteromonas sp. KC3
2795689,Alteromonas sp. KC14
2961948,Alteromonas sp. LMIT006
3002962,Alteromonas sp. 009811495
3079555,Alteromonas sp. CI.11.F.A3
3135644,Alteromonas sp. M12
3157618,Alteromonas sp. D210916BOD_24
3389876,Alteromonas sp. H39
3398817,Alteromonas sp. OM2203
3410268,Alteromonas sp. A079
3410269,Alteromonas sp. A081
1714845,Alteromonas sp. BL110
1777491,Alteromonas sp. Mac1
1917158,Alteromonas sp. RW2A1
2058133,Alteromonas sp. MB-3u-76
2267264,Alteromonas sp. RKMC-009
2358187,Alteromonas sp. 76-1
2603817,Alteromonas sp. 4B03
1200302,Photobacterium damselae subsp. piscicida DI21
593588,Vibrio cholerae MJ-1236
914149,Vibrio cholerae O1 str. 2010EL-1786
1134456,Vibrio cholerae IEC224
1224154,Vibrio cholerae O1 str. Inaba G4222
1433144,Vibrio cholerae O1 str. KW3
686,Vibrio cholerae O1 biovar El Tor
882102,Vibrio anguillarum 775
882944,Vibrio anguillarum M3
1280002,Vibrio jasicida 090810c
50719,Vibrio diabolicus
150340,Vibrio antiquarius
1219076,Vibrio alginolyticus NBRC 15630 = ATCC 17749
223926,Vibrio parahaemolyticus RIMD 2210633
745023,Vibrio parahaemolyticus 10329
1211705,Vibrio parahaemolyticus BB22OP
1300351,Vibrio parahaemolyticus v110
1338031,Vibrio parahaemolyticus O1:K33
1338033,Vibrio parahaemolyticus O1:Kuk
1429044,Vibrio parahaemolyticus UCM-V493
1224742,Vibrio campbellii CAIM 519 = NBRC 15631 = ATCC 25920
2902295,Vibrio campbellii ATCC BAA-1116
1219067,Vibrio natriegens NBRC 15636 = ATCC 14048 = DSM 759
1051646,Vibrio tubiashii ATCC 19109
380703,Aeromonas hydrophila subsp. hydrophila ATCC 7966
1321367,Aeromonas hydrophila subsp. hydrophila AL09-71
382245,Aeromonas salmonicida subsp. salmonicida A449
1076135,Aeromonas salmonicida subsp. salmonicida 01-B526
1324960,Aeromonas salmonicida subsp. pectinolytica 34mel
871925,Actinobacillus pleuropneumoniae serovar 2 str. S1536
228399,Actinobacillus pleuropneumoniae serovar 1 str. 4074
416269,Actinobacillus pleuropneumoniae serovar 5b str. L20
537457,Actinobacillus pleuropneumoniae serovar 7 str. AP76
434271,Actinobacillus pleuropneumoniae serovar 3 str. JL03
754255,Actinobacillus pleuropneumoniae serovar 4 str. M62
754256,Actinobacillus pleuropneumoniae serovar 6 str. Femo
754257,Actinobacillus pleuropneumoniae serovar 8 str. 405
754258,Actinobacillus pleuropneumoniae serovar 9 str. CVJ13261
754259,Actinobacillus pleuropneumoniae serovar 10 str. D13039
754260,Actinobacillus pleuropneumoniae serovar 11 str. 56153
272843,Pasteurella multocida subsp. multocida str. Pm70
584721,Pasteurella multocida subsp. multocida str. 3480
1132496,Pasteurella multocida subsp. multocida str. HN06
1147130,Pasteurella multocida subsp. multocida str. HB03
1331042,Pasteurella multocida subsp. multocida P1062
1339255,Pasteurella multocida subsp. multocida HB01
1436299,Pasteurella multocida subsp. multocida str. HN07
1455592,Pasteurella multocida subsp. multocida PMTB2.1
1169409,Pasteurella multocida subsp. gallicida P1059
1169410,Pasteurella multocida subsp. gallicida X73
400667,Acinetobacter baumannii ATCC 17978
405416,Acinetobacter baumannii ACICU
480119,Acinetobacter baumannii AB0057
497978,Acinetobacter baumannii MDR-ZJ06
509173,Acinetobacter baumannii AYE
557600,Acinetobacter baumannii AB307-0294
575584,Acinetobacter baumannii ATCC 19606 = CIP 70.34 = JCM 6841
696749,Acinetobacter baumannii 1656-2
886888,Acinetobacter baumannii 3990
889738,Acinetobacter baumannii MDR-TJ
903889,Acinetobacter baumannii OIFC137
903890,Acinetobacter baumannii OIFC032
903892,Acinetobacter baumannii OIFC109
903893,Acinetobacter baumannii OIFC143
903894,Acinetobacter baumannii OIFC189
903895,Acinetobacter baumannii Canada BC-5
903896,Acinetobacter baumannii Naval-17
903898,Acinetobacter baumannii Naval-81
903899,Acinetobacter baumannii IS-123
945556,Acinetobacter baumannii D1279779
1096995,Acinetobacter baumannii BJAB07104
1096996,Acinetobacter baumannii BJAB0715
1096997,Acinetobacter baumannii BJAB0868
1100841,Acinetobacter baumannii TYTH-1
1116234,Acinetobacter baumannii AB5075
1149135,Acinetobacter baumannii 107m
1279013,Acinetobacter baumannii PR07
1370126,Acinetobacter baumannii DU202
1398949,Acinetobacter baumannii UH10707
1398962,Acinetobacter baumannii UH19608
1398965,Acinetobacter baumannii UH2107
1398979,Acinetobacter baumannii UH7007
1398980,Acinetobacter baumannii UH7607
1398990,Acinetobacter baumannii UH9707
1398991,Acinetobacter baumannii UH9907
1400867,Acinetobacter baumannii ZW85-1
1401639,Acinetobacter baumannii NCGM 237
1409922,Acinetobacter baumannii MRSN 3405
1409923,Acinetobacter baumannii MRSN 3527
1409924,Acinetobacter baumannii MRSN 3942
1409925,Acinetobacter baumannii MRSN 4106
1409926,Acinetobacter baumannii MRSN 58
1409927,Acinetobacter baumannii MRSN 7339
1413216,Acinetobacter baumannii PKAB07
1455315,Acinetobacter baumannii LAC-4
871585,Acinetobacter pittii PHEA-2
1086014,Acinetobacter pittii D499
1147132,Acinetobacter pittii 42F
1147131,Acinetobacter nosocomialis 28F
1343071,Acinetobacter nosocomialis M2
1430440,Magnetospirillum gryphiswaldense MSR-1 v2
2203213,Roseovarius sp. AK1035
3051171,Marivivens sp. LCG002
1920883,Marivivens sp. JLT3646
314225,Erythrobacter litoralis HTCC2594
2653850,Erythrobacter sp. 3-20A1M
2779361,Erythrobacter sp. SCSIO 43205
2829500,Erythrobacter sp. JK5
2907154,Erythrobacter sp. SDW2
3024837,Erythrobacter sp. Dej080120_24
3025315,Erythrobacter sp. BLCC-B19
3425947,Erythrobacter sp. W53
1042,Erythrobacter sp.
1798193,Erythrobacter sp. HL-111
1922225,Erythrobacter sp. Alg231-14
2011159,Erythrobacter sp. KY5
2502843,Erythrobacter sp. HKB08
2587851,Erythrobacter sp. THAF29
2854260,Porphyrobacter sp. ULC335
1896196,Porphyrobacter sp. LM 6
2003315,Porphyrobacter sp. CACIAM 03H1
2023229,Porphyrobacter sp. HT-58-2
2547601,Porphyrobacter sp. YT40
579138,Zymomonas mobilis subsp. pomaceae ATCC 29192
264203,Zymomonas mobilis subsp. mobilis ZM4 = ATCC 31821
555217,Zymomonas mobilis subsp. mobilis ATCC 10988
622759,Zymomonas mobilis subsp. mobilis NCIMB 11163
627343,Zymomonas mobilis subsp. mobilis str. CP4 = NRRL B-14023
627344,Zymomonas mobilis subsp. mobilis ATCC 29191
1194424,Zymomonas mobilis subsp. mobilis NRRL B-12526
1231376,Zymomonas mobilis subsp. mobilis ATCC 31822
1219058,Sphingopyxis terrae subsp. terrae NBRC 15098
887700,Acetobacter aceti NBRC 14818
1094497,Bartonella vinsonii subsp. berkhoffii str. Winnie
395963,Beijerinckia indica subsp. indica ATCC 9039
765698,Mesorhizobium ciceri biovar biserrulae WSM1271
2978974,Neorhizobium sp. CSC1952
3129230,Neorhizobium sp. EC2-8
3421955,Neorhizobium sp. DAR64860/K0K1
3421956,Neorhizobium sp. DAR64861/K0K2
3421957,Neorhizobium sp. DAR64862/K0K3
3421958,Neorhizobium sp. DAR64872/K0K18
3421959,Neorhizobium sp. IRS_2295
3421960,Neorhizobium sp. IRS_2293
3421961,Neorhizobium sp. IRS_2294
1825976,Neorhizobium sp. NCHU2750
2060726,Neorhizobium sp. SOG26
323655,Neorhizobium galegae bv. orientalis
323656,Neorhizobium galegae bv. officinalis
3067903,Pararhizobium sp. IMCC21322
3067904,Pararhizobium sp. IMCC3301
3133975,Pararhizobium sp. A13
1183410,Agrobacterium tomkonis
1183411,Agrobacterium genomosp. 6
358,Agrobacterium tumefaciens
362,Agrobacterium radiobacter
1176649,Agrobacterium fabrum
2664893,Agrobacterium sp. MA01
2820002,Agrobacterium sp. S7/73
2937784,Agrobacterium sp. O3.4
2969528,Agrobacterium sp. El2ro-1b
3072980,Agrobacterium sp. rho-13.3
361,Agrobacterium sp.
1279031,Agrobacterium sp. 33MFTa1.1
1841651,Agrobacterium sp. 13-2099-1-2
1842536,Agrobacterium sp. RAC06
2579248,Agrobacterium sp. CGMCC 11546
2580515,Agrobacterium sp. T29
386,Rhizobium leguminosarum bv. trifolii
387,Rhizobium leguminosarum bv. viciae
526949,Rhizobium phaseoli Brasil 5
1128399,Rhizobium phaseoli Ch24-10
698761,Rhizobium tropici CIAT 899
323733,Rhizobium etli bv. mimosae
347834,Rhizobium etli CFN 42
538025,Rhizobium etli 8C-3
142627,Rhizobium gallicum bv. gallicum
990285,Rhizobium grahamii CCGE 502
2018689,Rhizobium anhuiense bv. trifolii
363754,Rhizobium freirei PRF 81
2613770,Rhizobium sp. BG4
2613771,Rhizobium sp. BG6
2731096,Rhizobium sp. NZLR1
2731112,Rhizobium sp. NLR16a
2775403,Rhizobium sp. TH2
2785056,Rhizobium sp. 007
2795216,Rhizobium sp. AB2/73
2806346,Rhizobium sp. SL42
2815360,Rhizobium sp. X9
2819993,Rhizobium sp. B21/90
2819994,Rhizobium sp. B230/85
2819996,Rhizobium sp. K15/93
2819997,Rhizobium sp. K1/93
2819999,Rhizobium sp. L51/94
2849093,Rhizobium sp. WYJ-E13
2895568,Rhizobium sp. RCAM05350
2917727,Rhizobium sp. C104
2918527,Rhizobium sp. K102
2952477,Rhizobium sp. SSA_523
2962678,Rhizobium sp. YTUHZ044
2962888,Rhizobium sp. YTUHZ045
2979861,Rhizobium sp. TRM96647
2979862,Rhizobium sp. TRM95796
2979863,Rhizobium sp. TRM96650
3019602,Rhizobium sp. 32-5/1
3039156,Rhizobium sp. CB3090
3039157,Rhizobium sp. CB3171
3039160,Rhizobium sp. CC1099
3045156,Rhizobium sp. BT03
3045157,Rhizobium sp. BT04
3138065,Rhizobium sp. SU303
3138252,Rhizobium sp. SRDI969
3138253,Rhizobium sp. WSM4643
3138254,Rhizobium sp. WSM1274
3138255,Rhizobium sp. CB3060
3158966,Rhizobium sp. ZPR4
3158967,Rhizobium sp. ZPR3
3243057,Rhizobium sp. Rhizsp82
3382192,Rhizobium sp. SYY.PMSO
3389070,Rhizobium sp. WW22
3389872,Rhizobium sp. ZK1
3417741,Rhizobium sp. YTU87027
555319,Rhizobium sp. T136
555320,Rhizobium sp. T1470
555321,Rhizobium sp. T1473
1132836,Rhizobium sp. CCGE 510
1223565,Rhizobium sp. Pop5
1703960,Rhizobium sp. N113
1703961,Rhizobium sp. N1314
1703962,Rhizobium sp. N1341
1703964,Rhizobium sp. N621
1703965,Rhizobium sp. N6212
1703966,Rhizobium sp. N731
1703967,Rhizobium sp. N741
1703968,Rhizobium sp. N871
1703969,Rhizobium sp. N324
1703970,Rhizobium sp. N541
1703971,Rhizobium sp. N941
1703972,Rhizobium sp. N4311
1981173,Rhizobium sp. NXC14
2020311,Rhizobium sp. Kim5
2020312,Rhizobium sp. CIAT894
2020313,Rhizobium sp. TAL182
2028343,Rhizobium sp. 11515TR
2048897,Rhizobium sp. NXC24
2291939,Rhizobium sp. ZX09
2364271,Rhizobium sp. CCGE531
2364272,Rhizobium sp. CCGE532
2603277,Rhizobium sp. WL3
216596,Rhizobium johnstonii 3841
311403,Rhizobium rhizogenes K84
311402,Allorhizobium ampelinum S4
366394,Sinorhizobium medicae WSM419
935558,Sinorhizobium medicae WSM1115
1408224,Sinorhizobium americanum CCGM7
380,Sinorhizobium fredii
716928,Sinorhizobium sojae CCBAU 05684
2613773,Sinorhizobium sp. BG8
2976819,Sinorhizobium sp. C101
2976820,Sinorhizobium sp. K101
2976821,Sinorhizobium sp. M103
430451,Sinorhizobium sp. M14
794846,Sinorhizobium sp. CCBAU 05631
1449788,Sinorhizobium sp. LM21
1842534,Sinorhizobium sp. RAC02
266834,Sinorhizobium meliloti 1021
693982,Sinorhizobium meliloti AK83
698936,Sinorhizobium meliloti BL225C
707241,Sinorhizobium meliloti SM11
1041157,Sinorhizobium meliloti WSM1022
1230587,Sinorhizobium meliloti Rm41
1235461,Sinorhizobium meliloti GR4
1286640,Sinorhizobium meliloti 2011
1401243,Sinorhizobium meliloti RU11/001
2811423,Ensifer sp. PDNC004
3404055,Ensifer sp. R-19
1041159,Ensifer sp. WSM1721
35802,Brucella abortus bv. 1
359391,Brucella abortus 2308
430066,Brucella abortus S19
644332,Brucella abortus bv. 2
1104320,Brucella abortus A13334
1198700,Brucella abortus RB51-AHVLA
1210454,Brucella abortus 104M
1567504,Brucella abortus bv. 6
1567505,Brucella abortus bv. 9
444178,Brucella ovis ATCC 25840
439375,Brucella anthropi ATCC 49188
644337,Brucella melitensis bv. 1
644340,Brucella melitensis bv. 3
645169,Brucella melitensis bv. 2
941967,Brucella melitensis M28
1029825,Brucella melitensis NI
204722,Brucella suis 1330
644346,Brucella suis bv. 1
645170,Brucella suis bv. 2
1112912,Brucella suis VBI22
1171378,Brucella suis 019
1567496,Brucella suis bv. 3
1567501,Brucella suis bv. 4
1567502,Brucella suis bv. 5
483179,Brucella canis ATCC 23365
1104321,Brucella canis HSK A52141
1408887,Brucella canis str. Oliveri
641118,Brucella intermedia LMG 3301
520461,Brucella pinnipedialis B2/94
1423891,Brucella ceti TE10759-12
568815,Brucella microti CCM 4915
2691913,Brucella sp. BO3
2769351,Brucella sp. 6810
2821140,Brucella sp. 458
2835792,Brucella sp. BRSO-2021-230
2837955,Brucella sp. BRSO-2020-213
2886044,Brucella sp. JSBI001
2942452,Brucella sp. bbatCR03
2975050,Brucella sp. 1315
2975051,Brucella sp. 2594
2975052,Brucella sp. 2716
2986424,Brucella sp. MAB-22
3045175,Brucella sp. NM4
3142977,Brucella sp. BE17
3419591,Brucella sp. NF 2810
3419592,Brucella sp. NF 2815
693750,Brucella sp. BO2
1149952,Brucella sp. 09RB8471
1149953,Brucella sp. 10RB9215
1844051,Brucella sp. 09RB8910
1891098,Brucella sp. 2002734562
2592625,Brucella sp. 2280
1449781,Ochrobactrum sp. LM19
3045176,Ochrobactrum sp. SSR
334380,Orientia tsutsugamushi str. Ikeda
357244,Orientia tsutsugamushi str. Boryong
1359184,Orientia tsutsugamushi str. Gilliam
3066253,Candidatus Tisiphia endosymbiont of Dascillus cervinus
3066254,Candidatus Tisiphia endosymbiont of Dioctria linearis
3066255,Candidatus Tisiphia endosymbiont of Dioctria rufipes
3066257,Candidatus Tisiphia endosymbiont of Myopa tessellatipennis
3066258,Candidatus Tisiphia endosymbiont of Thecophora atra
3066259,Candidatus Tisiphia endosymbiont of Empis tessellata
3066260,Candidatus Tisiphia endosymbiont of Ptychoptera albimana
3066261,Candidatus Tisiphia endosymbiont of Melanophora roralis
3066262,Candidatus Tisiphia endosymbiont of Beris chalybata
3066263,Candidatus Tisiphia endosymbiont of Nemotelus nigrinus
3066271,Candidatus Tisiphia endosymbiont of Micropterix aruncella
3066272,Candidatus Tisiphia endosymbiont of Ditula angustiorana
3066273,Candidatus Tisiphia endosymbiont of Piscicola geometra
3066274,Candidatus Tisiphia endosymbiont of Metellina segmentata
3066275,Candidatus Tisiphia endosymbiont of Parasteatoda lunata
3077925,Candidatus Tisiphia endosymbiont of Oplodontha viridula
3077926,Candidatus Tisiphia endosymbiont of Nemotelus uliginosus
3077928,Candidatus Tisiphia endosymbiont of Ceraclea dissimilis
3139330,Candidatus Tisiphia endosymbiont of Mystacides longicornis
3139332,Candidatus Tisiphia endosymbiont of Nedyus quadrimaculatus
3139333,Candidatus Tisiphia endosymbiont of Psammoecus bipunctatus
3139334,Candidatus Tisiphia endosymbiont of Xenochironomus xenolabis
3139335,Candidatus Tisiphia endosymbiont of Temnostethus pusillus
3139336,Candidatus Tisiphia endosymbiont of Neophilaenus lineatus
3139337,Candidatus Tisiphia endosymbiont of Stenodema calcarata
2029164,Candidatus Tisiphia endosymbiont of Sialis lutaria
238800,Rickettsia asiatica
266068,Rickettsia sibirica subgroup
334545,Rickettsia tamurae
354585,Rickettsia gravesii
1068590,Rickettsia asembonensis
1105106,Rickettsia philipii
2750824,unclassified spotted fever group
2761623,Rickettsia tillamookensis
781,Rickettsia conorii
783,Rickettsia rickettsii
786,Rickettsia akari
787,Rickettsia australis
33989,Rickettsia amblyommatis
33991,Rickettsia montanensis
33992,Rickettsia rhipicephali
35788,Rickettsia africae
35789,Rickettsia helvetica
35790,Rickettsia japonica
35791,Rickettsia massiliae
35792,Rickettsia parkeri
35794,Rickettsia slovaca
42862,Rickettsia felis
47589,Rickettsia peacockii
109232,Rickettsia monacensis
782,Rickettsia prowazekii
785,Rickettsia typhi
931099,Rickettsia endosymbiont of Oedothorax gibbosus
1133329,Rickettsia endosymbiont of Ixodes pacificus
1182263,Rickettsia sp. MEAM1 (Bemisia tabaci)
3066247,Rickettsia endosymbiont of Aspidapion aeneum
3066248,Rickettsia endosymbiont of Cantharis rufa
3066249,Rickettsia endosymbiont of Ceutorhynchus obstrictus
3066251,Rickettsia endosymbiont of Polydrusus tereticollis
3066252,Rickettsia endosymbiont of Rhinocyllus conicus
3066266,Rickettsia endosymbiont of Gonocerus acuteangulatus
3066267,Rickettsia endosymbiont of Pantilius tunicatus
3066268,Rickettsia endosymbiont of Nabis limbatus
3066269,Rickettsia endosymbiont of Lasioglossum villosulum
3066270,Rickettsia endosymbiont of Seladonia tumulorum
3348345,Rickettsia sp. 2024-CO-Wats
3414740,Rickettsia sp. 2024-CO-Wats-2
3141789,Rickettsia oklahomensis
788,Rickettsia canadensis
33990,Rickettsia bellii
254945,Ehrlichia ruminantium str. Welgevonden
302409,Ehrlichia ruminantium str. Gardel
269484,Ehrlichia canis str. Jake
205920,Ehrlichia chaffeensis str. Arkansas
1249650,Ehrlichia chaffeensis str. West Paces
1249651,Ehrlichia chaffeensis str. Heartland
1249652,Ehrlichia chaffeensis str. Jax
1249653,Ehrlichia chaffeensis str. Liberty
1249654,Ehrlichia chaffeensis str. Osceola
1249655,Ehrlichia chaffeensis str. Saint Vincent
1249656,Ehrlichia chaffeensis str. Wakulla
222891,Ehrlichia sennetsu str. Miyayama
1423892,Ehrlichia muris AS145
2020671,Ehrlichia muris subsp. eauclairensis
1116230,Wolbachia pipientis wAlbB
2732593,Wolbachia endosymbiont of Ctenocephalides felis wCfeT
2732594,Wolbachia endosymbiont of Ctenocephalides felis wCfeJ
2742717,Wolbachia endosymbiont of Wiebesia pumilae
2748871,Wolbachia endosymbiont of Anopheles demeilloni
2769078,Wolbachia endosymbiont of Spodoptera picta
2850562,Wolbachia endosymbiont of Anurida maritima
2867522,Wolbachia endosymbiont of Liriomyza huidobrensis
2883236,Wolbachia endosymbiont of Psylliodes chrysocephala
2883238,Wolbachia endosymbiont of Chironomus riparius
2886377,Wolbachia endosymbiont of Phyllotreta cruciferae
2902422,Wolbachia endosymbiont of Frankliniella intonsa
2916816,Wolbachia endosymbiont of Howardula sp.
2953971,Wolbachia endosymbiont (group A) of Acrocera orbiculus
2953972,Wolbachia endosymbiont (group B) of Agriphila straminella
2953974,Wolbachia endosymbiont (group A) of Ancistrocerus nigricornis
2953975,Wolbachia endosymbiont (group A) of Andrena dorsata
2953976,Wolbachia endosymbiont (group A) of Andrena haemorrhoa
2953978,Wolbachia endosymbiont (group A) of Anomoia purmunda
2953979,Wolbachia endosymbiont (group A) of Anoplius nigerrimus
2953980,Wolbachia endosymbiont (group A) of Apoderus coryli
2953981,Wolbachia endosymbiont (group B) of Aporia crataegi
2953982,Wolbachia endosymbiont (group B) of Apotomis betuletana
2953983,Wolbachia endosymbiont (group B) of Apotomis turbidana
2953984,Wolbachia endosymbiont (group B) of Archips podanus
2953986,Wolbachia endosymbiont (group B) of Athalia cordata
2953987,Wolbachia endosymbiont (group A) of Bibio marci
2953988,Wolbachia endosymbiont (group A) of Bombylius major
2953989,Wolbachia endosymbiont (group A) of Calamotropha paludella
2953990,Wolbachia endosymbiont (group B) of Campaea margaritaria
2953991,Wolbachia endosymbiont (group B) of Camptogramma bilineatum
2953993,Wolbachia endosymbiont (group B) of Catoptria pinella
2953994,Wolbachia endosymbiont (group B) of Celastrina argiolus
2953995,Wolbachia endosymbiont (group A) of Cheilosia soror
2953997,Wolbachia endosymbiont (group B) of Chorthippus parallelus
2953998,Wolbachia endosymbiont (group B) of Colias croceus
2953999,Wolbachia endosymbiont (group A) of Coremacera marginata
2954002,Wolbachia endosymbiont (group A) of Ectemnius continuus
2954003,Wolbachia endosymbiont (group B) of Emmelina monodactyla
2954004,Wolbachia endosymbiont (group A) of Endotricha flammealis
2954005,Wolbachia endosymbiont (group B) of Endotricha flammealis
2954006,Wolbachia endosymbiont (group A) of Epagoge grotiana
2954007,Wolbachia endosymbiont (group A) of Epirrhoe alternata
2954008,Wolbachia endosymbiont (group A) of Epistrophe grossularia
2954009,Wolbachia endosymbiont (group B) of Episyrphus balteatus
2954011,Wolbachia endosymbiont (group B) of Erynnis tages
2954012,Wolbachia endosymbiont (group B) of Eucosma cana
2954013,Wolbachia endosymbiont (group B) of Eupeodes latifasciatus
2954014,Wolbachia endosymbiont (group B) of Euphydryas aurinia
2954015,Wolbachia endosymbiont (group A) of Eupithecia tripunctaria
2954016,Wolbachia endosymbiont (group A) of Gymnosoma rotundatum
2954017,Wolbachia endosymbiont (group B) of Hylaea fasciaria
2954018,Wolbachia endosymbiont (group A) of Hylaeus communis
2954019,Wolbachia endosymbiont (group A) of Icerya purchasi
2954021,Wolbachia endosymbiont (group B) of Ischnura elegans
2954023,Wolbachia endosymbiont (group A) of Lasioglossum lativentre
2954025,Wolbachia endosymbiont (group A) of Lasioglossum morio
2954027,Wolbachia endosymbiont (group B) of Lycaena phlaeas
2954028,Wolbachia endosymbiont (group A) of Macropis europaea
2954029,Wolbachia endosymbiont (group B) of Melanargia galathea
2954030,Wolbachia endosymbiont (group B) of Melanostoma mellinum
2954031,Wolbachia endosymbiont (group A) of Merzomyia westermanni
2954033,Wolbachia endosymbiont (group A) of Nomada fabriciana
2954034,Wolbachia endosymbiont (group B) of Nymphalis c-album
2954036,Wolbachia endosymbiont (group B) of Orgyia antiqua
2954037,Wolbachia endosymbiont (group B) of Pammene fasciana
2954039,Wolbachia endosymbiont (group B) of Pandemis corylana
2954040,Wolbachia endosymbiont (group B) of Parapoynx stratiotata
2954041,Wolbachia endosymbiont (group B) of Pararge aegeria
2954042,Wolbachia endosymbiont (group A) of Phalera bucephala
2954043,Wolbachia endosymbiont (group B) of Phalera bucephala
2954044,Wolbachia endosymbiont (group A) of Pheosia gnoma
2954045,Wolbachia endosymbiont (group B) of Pheosia tremula
2954046,Wolbachia endosymbiont (group A) of Philonthus cognatus
2954049,Wolbachia endosymbiont (group B) of Polyommatus icarus
2954050,Wolbachia endosymbiont (group A) of Protocalliphora azurea
2954051,Wolbachia endosymbiont (group B) of Protocalliphora azurea
2954052,Wolbachia endosymbiont (group B) of Pyrgus malvae
2954053,Wolbachia endosymbiont (group A) of Rhinocyllus conicus
2954054,Wolbachia endosymbiont (group B) of Rhopobota naevana
2954055,Wolbachia endosymbiont (group A) of Scambus nigricans
2954056,Wolbachia endosymbiont (group A) of Sicus ferrugineus
2954057,Wolbachia endosymbiont (group A) of Sphaerophoria taeniata
2954060,Wolbachia endosymbiont (group A) of Sphecodes monilicornis
2954061,Wolbachia endosymbiont (group A) of Sympetrum striolatum
2954062,Wolbachia endosymbiont (group B) of Thymelicus sylvestris
2954063,Wolbachia endosymbiont (group A) of Tiphia femorata
2954064,Wolbachia endosymbiont (group A) of Trypoxylon clavicerum
2954065,Wolbachia endosymbiont (group A) of Volucella inflata
2954066,Wolbachia endosymbiont (group B) of Watsonalla binaria
2954067,Wolbachia endosymbiont (group B) of Xestia c-nigrum
2954068,Wolbachia endosymbiont (group A) of Yponomeuta plumbellus
2969106,Wolbachia endosymbiont of Listronotus oregonensis
3066130,Wolbachia endosymbiont (group A) of Agelastica alni
3066132,Wolbachia endosymbiont of Cantharis cryptica
3066133,Wolbachia endosymbiont (group A) of Clivina fossor
3066134,Wolbachia endosymbiont (group A) of Longitarsus flavicornis
3066135,Wolbachia endosymbiont (group B) of Longitarsus flavicornis
3066136,Wolbachia endosymbiont (group A) of Pogonocherus hispidulus
3066137,Wolbachia endosymbiont (group B) of Silvanus unidentatus
3066139,Wolbachia endosymbiont (group A) of Beris morrisii
3066140,Wolbachia endosymbiont (group A) of Brachyopa scutellaris
3066143,Wolbachia endosymbiont (group A) of Conops quadrifasciatus
3066144,Wolbachia endosymbiont (group A) of Crataerina pallida
